Name,Age,Gender,Marital Status,Employment Type,Industry,Years with Current Employer,Education Level,CIBIL Score,Loan Type,Loan Purpose,Loan Amount Requested,Loan Tenure,Existing Loans,Loan Repayment History,DTI Ratio,Credit Utilization Ratio,Credit Card Payment Behavior,Monthly Income,Income Stability,Total Savings & Deposits,Bank Account Activity,Large Transactions Before Loan,Number of Credit Cards,Total Credit Limit,Utility & Rent Payments History,Fraud
Christopher Armstrong,55,Male,Single,Unemployed,Finance,18,High School,722,Car Loan,Vehicle Purchase,171871,24,0,Average,0.69,0.64,Missed Payments,190285,Stable,304082,Low,0,3,402110,Missed Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Linda Odonnell,19,Male,Divorced,Unemployed,IT,6,High School,547,Car Loan,Vehicle Purchase,368406,72,4,Average,0.16,0.38,Late Payments,65653,Unstable,476297,High,1,4,155869,Late Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Melody Miller,63,Male,Single,Salaried,Healthcare,17,Bachelors,830,Personal Loan,Vacation,383104,84,0,Good,0.65,0.53,Missed Payments,183423,Unstable,366013,High,1,3,162006,Late Payments,0
Sean Davis,31,Male,Divorced,Self-Employed,Healthcare,16,PhD,356,Car Loan,Car Repair,251392,48,0,Average,0.51,0.94,Missed Payments,174428,Unstable,331578,High,0,4,71576,Late Payments,0
Sara Morton,53,Male,Divorced,Unemployed,Manufacturing,17,High School,575,Car Loan,Vehicle Purchase,296237,36,2,Poor,0.87,0.35,Missed Payments,168727,Stable,96364,Moderate,1,1,150558,Missed Payments,0
Jimmy Choi,34,Male,Single,Salaried,IT,12,High School,341,Home Loan,Property Investment,100587,24,3,Good,0.11,0.76,On-Time,174208,Unstable,71682,Moderate,0,4,307116,Missed Payments,0
Mr. Jose Clark II,57,Female,Married,Salaried,Education,15,Bachelors,843,Car Loan,Car Repair,38902,72,2,Average,0.46,0.68,Late Payments,181659,Stable,164417,Moderate,1,1,305787,Late Payments,0
Angel Miller,45,Male,Divorced,Self-Employed,Education,12,Bachelors,436,Business Loan,Working Capital,336534,84,4,Good,0.72,0.98,Late Payments,45229,Unstable,438397,High,0,1,58308,On-Time,0
Denise Moreno,30,Female,Married,Self-Employed,Finance,6,High School,311,Personal Loan,Wedding,64978,24,1,Average,0.31,0.88,On-Time,64152,Stable,205912,Moderate,1,2,76886,Late Payments,0
Matthew Palmer,19,Male,Single,Self-Employed,Education,7,Masters,612,Home Loan,Buying a House,138398,48,3,Poor,0.44,0.27,Late Payments,84462,Stable,307479,Moderate,0,1,224660,Missed Payments,0
Lisa Hall,26,Female,Married,Unemployed,IT,18,Bachelors,812,Personal Loan,Debt Consolidation,212459,12,3,Poor,0.15,0.37,Late Payments,116943,Unstable,355420,Low,1,3,378567,Late Payments,0
Emily Williams,18,Female,Married,Self-Employed,Education,3,Masters,848,Personal Loan,Debt Consolidation,86839,12,0,Average,0.36,0.91,Late Payments,193496,Unstable,101018,Low,1,4,466294,On-Time,0
Michelle Murray,28,Male,Single,Unemployed,Healthcare,14,PhD,601,Car Loan,Vehicle Purchase,361059,12,1,Average,0.26,0.37,On-Time,173024,Unstable,480350,Moderate,0,1,491713,On-Time,0
Dylan Morgan,20,Male,Single,Unemployed,Finance,9,Bachelors,433,Car Loan,Car Repair,362681,72,2,Poor,0.13,0.14,Late Payments,55037,Unstable,107665,High,1,1,112175,Missed Payments,0
Frank Johnson,39,Female,Married,Salaried,Healthcare,14,High School,344,Business Loan,Business Expansion,95407,36,4,Average,0.15,0.23,Late Payments,177253,Stable,436324,High,0,1,303314,Missed Payments,0
Spencer Norton,58,Female,Divorced,Salaried,Finance,5,Bachelors,862,Car Loan,Car Repair,183670,36,1,Average,0.65,0.82,On-Time,100826,Unstable,96155,Moderate,0,3,467349,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Brittany Boyle,26,Female,Single,Salaried,Education,10,Masters,698,Car Loan,Car Repair,109852,12,1,Good,0.46,0.62,Missed Payments,177129,Unstable,450628,High,1,3,443601,Missed Payments,0
Kevin Carr,51,Male,Divorced,Unemployed,Finance,0,High School,414,Home Loan,Buying a House,340927,84,4,Good,0.34,0.91,On-Time,125387,Stable,477046,Low,1,1,125300,Late Payments,0
Jennifer Pollard,37,Male,Divorced,Salaried,Education,0,PhD,665,Home Loan,Buying a House,308933,60,4,Poor,0.83,0.35,On-Time,176289,Unstable,102737,Moderate,0,4,460604,On-Time,0
Luis Miller,57,Male,Married,Self-Employed,Healthcare,0,High School,713,Personal Loan,Vacation,157627,84,1,Poor,0.41,0.99,On-Time,31825,Unstable,400685,Moderate,0,2,158258,On-Time,0
Steven Montgomery,33,Male,Married,Salaried,Finance,10,PhD,320,Personal Loan,Vacation,343700,12,3,Average,0.22,0.98,On-Time,137898,Unstable,372348,Low,1,1,67675,Missed Payments,0
Amanda Alexander,53,Female,Divorced,Unemployed,Finance,14,Bachelors,395,Business Loan,Working Capital,150890,96,0,Average,0.53,0.86,Missed Payments,114750,Unstable,135371,Moderate,1,4,188883,Late Payments,0
Danielle Hart,68,Male,Married,Unemployed,Manufacturing,0,Masters,841,Personal Loan,Medical Emergency,110644,36,3,Good,0.39,0.91,Late Payments,119695,Stable,161100,Moderate,1,3,218764,Late Payments,0
Julie Cochran,20,Male,Divorced,Self-Employed,IT,14,High School,881,Business Loan,Working Capital,286951,84,3,Poor,0.23,0.91,On-Time,83124,Unstable,256900,Moderate,1,2,279155,On-Time,0
Cassandra Sellers,68,Female,Married,Self-Employed,Education,5,Bachelors,763,Car Loan,Car Repair,402138,60,1,Poor,0.67,0.6,Missed Payments,147555,Unstable,373060,Low,1,1,370100,Late Payments,0
Tabitha Barrera,33,Male,Single,Unemployed,Manufacturing,18,PhD,707,Business Loan,Equipment Purchase,24839,24,0,Good,0.25,0.92,Missed Payments,81510,Unstable,87630,Moderate,1,2,453352,Missed Payments,0
Jacob Bruce,66,Female,Divorced,Self-Employed,IT,3,Masters,528,Business Loan,Business Expansion,387132,84,2,Good,0.8,0.72,Missed Payments,174643,Stable,336729,Low,0,2,447076,Late Payments,0
Bridget Doyle,29,Female,Single,Unemployed,IT,17,High School,463,Business Loan,Working Capital,331907,72,1,Good,0.18,0.65,Missed Payments,105495,Unstable,277928,Low,1,3,363770,On-Time,0
Jamie Smith,26,Female,Married,Self-Employed,Education,8,Bachelors,413,Business Loan,Equipment Purchase,445651,12,1,Poor,0.6,0.27,Missed Payments,69152,Unstable,394007,Moderate,1,2,260786,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Joseph Rodgers,23,Female,Married,Salaried,Healthcare,13,Bachelors,778,Home Loan,Buying a House,314141,24,1,Good,0.38,0.31,Late Payments,68884,Stable,465262,Moderate,0,2,95605,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Ashley Cohen,29,Male,Single,Unemployed,Manufacturing,6,PhD,359,Home Loan,Home Renovation,395517,84,0,Poor,0.77,0.66,On-Time,163930,Stable,430254,Moderate,1,2,72236,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Dana Thompson,59,Female,Divorced,Unemployed,Manufacturing,18,PhD,565,Business Loan,Equipment Purchase,97849,72,0,Good,0.15,0.68,Missed Payments,120472,Stable,464545,High,1,1,193312,On-Time,0
Patrick Simpson,26,Male,Married,Salaried,Education,9,Bachelors,519,Personal Loan,Medical Emergency,22377,96,2,Poor,0.81,0.84,Late Payments,48134,Unstable,496090,Low,0,2,144939,Late Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Alexander King,32,Male,Divorced,Salaried,IT,5,High School,393,Business Loan,Working Capital,325432,36,1,Average,0.8,0.92,Missed Payments,51918,Stable,171677,Low,1,1,434880,On-Time,0
Mrs. Leslie Smith MD,53,Male,Married,Self-Employed,Finance,0,High School,752,Personal Loan,Wedding,476474,36,0,Average,0.39,0.97,Late Payments,189955,Stable,207190,Low,1,4,297311,Late Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Jennifer Garrett,44,Female,Married,Unemployed,Finance,12,PhD,342,Personal Loan,Wedding,296687,36,3,Average,0.31,0.45,Late Payments,20418,Stable,111934,Low,1,1,262701,On-Time,0
Maria Phillips,53,Female,Single,Unemployed,Finance,11,High School,695,Business Loan,Working Capital,255807,12,0,Good,0.76,0.42,Missed Payments,87637,Unstable,120762,Moderate,1,1,281878,Missed Payments,0
Michael Alexander,46,Female,Single,Salaried,Education,14,Masters,889,Car Loan,Car Repair,237071,72,4,Average,0.32,0.25,On-Time,151821,Stable,90535,High,0,4,228854,Missed Payments,0
Elizabeth Chavez,54,Male,Divorced,Self-Employed,IT,12,Bachelors,797,Home Loan,Home Renovation,493158,72,0,Average,0.86,0.47,On-Time,93022,Stable,204693,High,0,1,360597,On-Time,0
Hannah Johnson,58,Female,Single,Unemployed,IT,18,Masters,369,Home Loan,Property Investment,313221,36,2,Poor,0.26,0.71,On-Time,37427,Stable,35031,Moderate,1,2,218472,Missed Payments,0
Vickie Wilson,32,Male,Divorced,Salaried,Education,18,Masters,527,Car Loan,Vehicle Purchase,155546,12,4,Good,0.56,0.56,Missed Payments,110028,Unstable,471060,High,0,1,70580,On-Time,0
Michelle Carr,22,Male,Single,Salaried,Finance,6,Masters,364,Home Loan,Home Renovation,316405,72,2,Average,0.51,0.55,Late Payments,68806,Stable,394618,Low,0,4,394340,Late Payments,0
Julia Holmes,23,Female,Divorced,Self-Employed,Healthcare,10,Masters,496,Business Loan,Business Expansion,8607,24,0,Good,0.38,0.75,Missed Payments,145129,Stable,410306,High,1,3,266803,Missed Payments,0
Juan Ramirez,22,Female,Single,Unemployed,Education,15,Bachelors,849,Business Loan,Working Capital,89718,24,1,Good,0.25,0.69,Late Payments,54615,Stable,405948,High,1,3,90388,Late Payments,0
Jennifer Acosta,36,Female,Single,Self-Employed,Manufacturing,9,PhD,449,Home Loan,Buying a House,243031,72,3,Good,0.8,0.22,Late Payments,186740,Unstable,322885,High,0,4,395237,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Justin Walker,66,Male,Single,Self-Employed,Manufacturing,5,Masters,367,Business Loan,Business Expansion,25651,36,0,Average,0.59,0.8,Missed Payments,74117,Stable,485952,Moderate,0,2,419358,On-Time,0
Daniel Cruz,36,Female,Married,Unemployed,Manufacturing,18,Bachelors,887,Business Loan,Business Expansion,399321,60,2,Average,0.67,0.83,Late Payments,170115,Stable,358629,High,1,4,425527,Late Payments,0
Angela Lopez,20,Female,Married,Salaried,Manufacturing,16,Masters,612,Business Loan,Equipment Purchase,490267,36,4,Poor,0.4,0.77,On-Time,30133,Unstable,87899,High,1,3,212003,On-Time,0
Christopher Small,67,Female,Divorced,Unemployed,Healthcare,9,Masters,427,Home Loan,Property Investment,48314,24,3,Good,0.81,0.4,Missed Payments,175633,Unstable,19655,High,1,1,105840,On-Time,0
William Hale,57,Female,Single,Unemployed,Healthcare,16,Bachelors,535,Personal Loan,Debt Consolidation,144121,72,0,Good,0.29,0.73,On-Time,89495,Unstable,409263,High,1,2,57031,Missed Payments,0
Vanessa Davidson,27,Male,Married,Unemployed,Healthcare,8,High School,447,Car Loan,Vehicle Purchase,259067,84,4,Poor,0.48,0.4,Late Payments,53684,Unstable,380634,High,0,4,59781,Missed Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Megan Gonzalez,35,Male,Single,Unemployed,Education,5,PhD,576,Personal Loan,Wedding,409437,12,1,Poor,0.63,0.13,On-Time,65741,Unstable,410964,Low,1,3,167956,Missed Payments,0
Sue Perez,61,Male,Single,Salaried,Education,11,Bachelors,470,Car Loan,Vehicle Purchase,312491,60,2,Good,0.3,0.59,On-Time,77650,Unstable,426917,Moderate,0,3,87200,Missed Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Jessica Davis,59,Female,Married,Salaried,IT,14,Masters,867,Home Loan,Home Renovation,151280,84,3,Good,0.75,0.3,Late Payments,130696,Unstable,126436,Low,0,1,141306,Missed Payments,0
Sherri Brooks,42,Female,Single,Salaried,IT,16,Bachelors,474,Home Loan,Home Renovation,394634,24,3,Good,0.49,0.79,Late Payments,126725,Unstable,181781,High,1,4,222060,Missed Payments,0
Cathy Hayes,28,Male,Single,Unemployed,Finance,13,Masters,858,Personal Loan,Vacation,395117,24,4,Good,0.76,0.9,Late Payments,26519,Stable,149646,Low,1,3,286891,Missed Payments,0
Jimmy Clarke,45,Male,Married,Self-Employed,Education,7,Masters,398,Business Loan,Business Expansion,479213,60,3,Good,0.51,0.79,Late Payments,114998,Stable,394975,Moderate,1,1,68475,Late Payments,0
John Haynes,52,Male,Divorced,Salaried,Finance,2,High School,592,Business Loan,Business Expansion,100028,84,1,Average,0.17,0.63,Missed Payments,169649,Stable,389166,Low,1,2,308976,Missed Payments,0
Susan Rogers,55,Female,Single,Self-Employed,Manufacturing,14,PhD,793,Personal Loan,Medical Emergency,162918,72,2,Average,0.44,0.45,Late Payments,53810,Stable,497466,High,0,4,313124,Missed Payments,0
Danny Perry,44,Female,Married,Unemployed,Healthcare,15,Masters,489,Personal Loan,Debt Consolidation,161471,48,1,Good,0.38,0.84,On-Time,48888,Unstable,290112,Low,0,3,406247,Missed Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Linda Singh,37,Female,Divorced,Salaried,IT,7,Bachelors,844,Business Loan,Equipment Purchase,423422,48,0,Good,0.6,0.22,Late Payments,68650,Unstable,22594,High,1,3,326200,Missed Payments,0
Shannon Edwards,64,Male,Divorced,Unemployed,Manufacturing,17,High School,866,Business Loan,Equipment Purchase,402994,36,4,Good,0.89,0.71,Missed Payments,103959,Unstable,322454,High,0,3,227311,On-Time,0
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
John Stephens,54,Male,Divorced,Unemployed,Manufacturing,17,PhD,322,Personal Loan,Debt Consolidation,87552,12,2,Average,0.38,0.92,Late Payments,111012,Stable,111863,Low,1,1,338608,Missed Payments,0
Krista Barrett,58,Male,Divorced,Salaried,IT,16,High School,513,Personal Loan,Wedding,287721,24,3,Poor,0.68,0.34,Late Payments,165547,Unstable,11602,High,0,3,407682,Late Payments,0
Thomas Krueger,62,Male,Married,Self-Employed,Healthcare,0,High School,711,Business Loan,Equipment Purchase,469341,36,2,Poor,0.22,0.81,On-Time,165537,Unstable,205139,Moderate,1,1,74903,On-Time,0
Charles Johnson,57,Female,Single,Salaried,Finance,15,PhD,828,Home Loan,Property Investment,447317,48,0,Poor,0.25,0.62,Late Payments,76107,Unstable,320054,Low,1,2,410001,On-Time,0
Jacob Spencer,55,Female,Married,Salaried,IT,0,PhD,750,Personal Loan,Medical Emergency,495712,36,2,Average,0.76,0.12,Missed Payments,184690,Unstable,201452,Moderate,0,2,303715,On-Time,0
Tina Terry,39,Male,Divorced,Self-Employed,IT,13,Bachelors,685,Car Loan,Vehicle Purchase,109074,48,1,Average,0.56,0.12,On-Time,172519,Stable,64855,Low,1,2,430565,Late Payments,0
Tammy Williamson,18,Male,Married,Salaried,Finance,15,Bachelors,660,Car Loan,Car Repair,383523,84,0,Poor,0.84,0.53,On-Time,61837,Stable,149375,Low,0,2,82204,Late Payments,0
Melissa Hanson,26,Female,Divorced,Unemployed,Healthcare,13,High School,769,Car Loan,Car Repair,206391,24,4,Poor,0.51,0.79,On-Time,114769,Stable,295445,High,0,3,463599,Missed Payments,0
Daniel Hawkins,35,Female,Divorced,Self-Employed,Finance,14,PhD,709,Business Loan,Working Capital,200785,36,1,Average,0.12,0.11,Late Payments,119320,Unstable,324276,High,0,1,296776,Missed Payments,0
Jacob Horn,25,Male,Single,Salaried,Finance,14,Masters,744,Home Loan,Property Investment,315831,24,2,Good,0.56,0.1,Missed Payments,122982,Stable,267686,Moderate,1,4,73597,Late Payments,0
Stephen Burns,24,Male,Divorced,Unemployed,Education,9,Masters,694,Car Loan,Car Repair,374549,36,4,Poor,0.11,0.39,Missed Payments,116748,Unstable,381672,Low,1,4,448141,Missed Payments,0
Damon Hall,28,Female,Single,Unemployed,Healthcare,8,Bachelors,696,Car Loan,Vehicle Purchase,156244,84,4,Good,0.18,0.32,Missed Payments,90717,Stable,75622,High,0,4,93924,Late Payments,0
Jennifer Wang,30,Male,Single,Self-Employed,IT,10,High School,796,Business Loan,Working Capital,419100,48,2,Poor,0.54,0.13,Missed Payments,110008,Unstable,112368,High,0,3,377582,Missed Payments,0
Brian Kirby,57,Female,Divorced,Self-Employed,IT,0,PhD,838,Personal Loan,Wedding,478671,36,4,Average,0.24,0.17,Late Payments,160485,Unstable,263007,High,0,1,242815,Late Payments,0
April Small,20,Female,Married,Unemployed,IT,5,Masters,714,Home Loan,Property Investment,486767,36,2,Poor,0.16,0.8,On-Time,66718,Unstable,351705,Low,1,4,89158,Missed Payments,0
Robert Smith,26,Female,Divorced,Unemployed,Finance,12,Bachelors,574,Personal Loan,Vacation,75357,24,1,Good,0.44,0.44,Late Payments,74614,Stable,436335,High,0,2,377059,Late Payments,0
John Chambers,39,Female,Single,Salaried,Healthcare,16,Bachelors,870,Business Loan,Working Capital,92136,96,3,Average,0.62,0.6,Missed Payments,40238,Unstable,141126,Low,0,3,190275,Late Payments,0
Brittany Boyle,26,Female,Single,Salaried,Education,10,Masters,698,Car Loan,Car Repair,109852,12,1,Good,0.46,0.62,Missed Payments,177129,Unstable,450628,High,1,3,443601,Missed Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Michael White DDS,20,Male,Divorced,Unemployed,Healthcare,18,PhD,529,Personal Loan,Debt Consolidation,489062,72,1,Poor,0.6,0.61,On-Time,161057,Unstable,488747,High,1,3,321860,Late Payments,0
Samantha Harris,50,Male,Single,Self-Employed,Finance,1,Masters,462,Car Loan,Car Repair,433894,36,2,Average,0.7,0.23,Late Payments,46258,Unstable,360017,High,0,1,320415,On-Time,0
Frank Oliver,60,Female,Married,Salaried,Finance,4,Bachelors,458,Personal Loan,Wedding,216086,72,0,Poor,0.23,0.5,On-Time,182185,Unstable,397552,High,0,1,456065,Late Payments,0
Christopher Martinez,28,Male,Divorced,Salaried,IT,5,PhD,881,Personal Loan,Vacation,265547,96,3,Good,0.25,0.24,On-Time,128802,Unstable,156490,Moderate,0,1,248014,Late Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Daniel Morris,38,Male,Divorced,Salaried,IT,4,PhD,545,Personal Loan,Debt Consolidation,23381,36,0,Average,0.26,0.72,On-Time,173900,Unstable,299807,High,1,4,434303,Late Payments,0
Robert Dougherty,68,Male,Divorced,Self-Employed,IT,10,High School,744,Car Loan,Vehicle Purchase,318148,60,3,Poor,0.76,0.75,Late Payments,117679,Stable,92481,High,0,1,205323,Late Payments,0
Regina Hicks,38,Male,Divorced,Unemployed,Education,7,Bachelors,722,Car Loan,Car Repair,385843,60,4,Poor,0.77,0.51,Missed Payments,128893,Stable,139116,Low,0,1,393591,Missed Payments,0
Mike Singleton,20,Female,Married,Unemployed,Finance,9,Masters,364,Business Loan,Equipment Purchase,31050,36,2,Good,0.45,0.82,Late Payments,95746,Stable,474048,Moderate,1,2,308392,Missed Payments,0
Karen Bowman,41,Male,Divorced,Salaried,IT,6,Bachelors,456,Car Loan,Vehicle Purchase,444409,84,3,Good,0.2,0.44,Late Payments,98816,Unstable,370446,Moderate,1,4,320430,Late Payments,0
Gary Thornton,27,Female,Single,Self-Employed,Healthcare,12,Bachelors,570,Business Loan,Working Capital,58152,24,3,Average,0.66,0.55,Missed Payments,113936,Unstable,319772,Low,1,1,466440,Missed Payments,0
Sheila Warren,49,Female,Single,Self-Employed,Healthcare,12,PhD,523,Business Loan,Working Capital,25626,84,2,Average,0.77,0.62,Missed Payments,67416,Unstable,283948,Moderate,0,2,155567,Late Payments,0
Gerald Daniels,33,Female,Divorced,Unemployed,Healthcare,12,Masters,807,Personal Loan,Medical Emergency,342965,48,1,Good,0.75,0.48,Missed Payments,52573,Stable,241324,High,0,3,120699,Missed Payments,0
Christopher Martinez,28,Male,Divorced,Salaried,IT,5,PhD,881,Personal Loan,Vacation,265547,96,3,Good,0.25,0.24,On-Time,128802,Unstable,156490,Moderate,0,1,248014,Late Payments,0
Timothy Smith,29,Male,Single,Self-Employed,Healthcare,0,Masters,682,Car Loan,Car Repair,169678,96,1,Good,0.55,0.84,On-Time,80220,Unstable,260672,High,0,4,472739,On-Time,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Kurt Sanders,29,Female,Married,Salaried,Manufacturing,8,PhD,669,Business Loan,Business Expansion,393140,60,3,Poor,0.4,0.55,Missed Payments,127470,Unstable,351949,Moderate,0,4,309056,Late Payments,0
Donna Bowers,33,Female,Divorced,Unemployed,Healthcare,12,Bachelors,843,Personal Loan,Wedding,196204,72,0,Good,0.15,0.58,Missed Payments,46371,Unstable,449530,Moderate,0,1,423150,Missed Payments,0
Tina Perez,24,Female,Single,Self-Employed,IT,16,Masters,622,Business Loan,Business Expansion,53519,24,2,Average,0.47,0.34,On-Time,46776,Unstable,128923,High,1,2,233116,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Tara Rios,51,Male,Divorced,Unemployed,IT,8,High School,836,Car Loan,Car Repair,183670,48,2,Average,0.64,0.3,Missed Payments,133927,Unstable,250237,Low,0,1,389852,Late Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Mark Medina,51,Male,Divorced,Unemployed,Finance,19,Masters,803,Car Loan,Vehicle Purchase,137019,24,3,Poor,0.23,0.65,Missed Payments,194545,Stable,285869,Low,0,2,351765,On-Time,0
Shane Jones,54,Male,Divorced,Salaried,IT,14,High School,378,Home Loan,Home Renovation,22563,24,2,Average,0.34,0.45,Missed Payments,73928,Unstable,249955,Low,0,2,320467,Missed Payments,0
Dominic Roberts,19,Female,Married,Self-Employed,Finance,10,Bachelors,842,Personal Loan,Vacation,452461,24,3,Poor,0.26,0.37,Late Payments,176338,Unstable,279501,Low,0,2,168836,Late Payments,0
Sarah Oconnor,35,Female,Single,Salaried,Finance,14,Masters,513,Business Loan,Equipment Purchase,264791,60,3,Poor,0.5,0.95,On-Time,88784,Stable,180785,Low,0,1,377482,Late Payments,0
Riley Nicholson,25,Female,Divorced,Salaried,Finance,4,PhD,559,Business Loan,Working Capital,442613,84,0,Good,0.65,0.96,Late Payments,199129,Unstable,458243,Low,0,4,496506,Missed Payments,0
David Sherman,59,Male,Married,Self-Employed,IT,0,PhD,816,Home Loan,Property Investment,356653,24,4,Poor,0.52,0.7,On-Time,27206,Stable,484551,Moderate,1,3,477534,Late Payments,0
Sarah Campbell,46,Female,Divorced,Salaried,Education,16,Bachelors,506,Business Loan,Business Expansion,89018,84,1,Poor,0.23,0.35,Missed Payments,169560,Unstable,370997,Low,1,3,419734,Missed Payments,0
Tiffany Mcbride,22,Male,Divorced,Self-Employed,Manufacturing,17,Masters,310,Home Loan,Property Investment,285407,36,3,Average,0.55,0.48,On-Time,197463,Unstable,358168,Low,1,1,55375,Missed Payments,0
Scott Patterson,53,Male,Divorced,Unemployed,Manufacturing,10,Masters,546,Personal Loan,Wedding,81789,60,0,Poor,0.79,0.13,Missed Payments,97563,Stable,152798,Low,1,3,445739,Late Payments,0
Emily Bailey,35,Male,Single,Salaried,Education,1,Bachelors,425,Home Loan,Buying a House,359302,12,3,Good,0.85,0.33,On-Time,67680,Unstable,464723,High,1,2,111732,On-Time,0
Kevin Harrison,48,Female,Single,Unemployed,Manufacturing,12,Masters,884,Business Loan,Working Capital,278437,96,1,Average,0.25,0.92,Late Payments,65685,Unstable,435905,Low,0,3,486521,Late Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
